TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2021,12,16,0,0,33XX PARKER ST,Hastings-Sunrise,497561.8607,5458111.5767
Theft from Vehicle,2021,2,18,16,30,33XX PINE CRES,Shaughnessy,489521.3527,5455876.7215
Theft from Vehicle,2021,5,26,16,30,33XX SE MARINE DR,Killarney,497504.1332,5450621.9589
Theft from Vehicle,2021,6,19,10,0,33XX SE MARINE DR,Killarney,497504.1332,5450621.9589
Theft from Vehicle,2021,9,20,18,0,33XX SEAFORTH DR,Renfrew-Collingwood,497566.6169,5455602.6584
Theft from Vehicle,2021,4,12,17,0,33XX SEAFORTH DR,Renfrew-Collingwood,497608.7106,5455593.7622
Theft from Vehicle,2021,8,14,12,30,33XX STANLEY PARK DR,Stanley Park,490459.9768,5461169.1696
Theft from Vehicle,2021,9,7,14,15,33XX SW MARINE DR,Kerrisdale,486929.0509,5453051.8394
Theft from Vehicle,2021,3,5,21,30,33XX TURNER ST,Hastings-Sunrise,497563.0343,5458483.6377
Theft from Vehicle,2021,3,2,22,0,33XX TURNER ST,Hastings-Sunrise,497608.9584,5458474.1773
Theft from Vehicle,2021,4,23,12,0,33XX VALLEY DR,Arbutus Ridge,488000.6405,5456067.1561
Theft from Vehicle,2021,7,10,0,0,33XX W 12TH AVE,Kitsilano,486942.8219,5456544.508
Theft from Vehicle,2021,5,6,3,23,33XX W 13TH AVE,Kitsilano,486961.7471,5456443.251
Theft from Vehicle,2021,8,23,11,15,33XX W 1ST AVE,Kitsilano,487074.7285,5457613.7919
Theft from Vehicle,2021,7,17,19,0,33XX W 27TH AVE,Dunbar-Southlands,486966.311,5455049.56
Theft from Vehicle,2021,11,10,23,0,33XX W 31ST AVE,Dunbar-Southlands,486909.8906,5454620.217
Theft from Vehicle,2021,7,9,17,30,33XX W 6TH AVE,Kitsilano,486973.2788,5457137.0147
Theft from Vehicle,2021,12,30,21,0,33XX W BROADWAY AVE,Kitsilano,486983.8626,5456852.313
Theft from Vehicle,2021,5,22,0,1,33XX W BROADWAY AVE,Kitsilano,486984.2723,5456852.3017
Theft from Vehicle,2021,12,28,7,0,33XX WELLINGTON AVE,Renfrew-Collingwood,497387.2254,5454402.0598
Theft from Vehicle,2021,1,26,23,38,33XX WILLIAM ST,Hastings-Sunrise,497575.1306,5457935.3288
Theft from Vehicle,2021,2,6,4,27,33XX WILLIAM ST,Hastings-Sunrise,497575.1306,5457935.3288
Theft from Vehicle,2021,3,18,3,47,33XX WILLIAM ST,Hastings-Sunrise,497741.8674,5457925.4471
Theft from Vehicle,2021,6,16,0,0,33XX WINDSOR ST,Kensington-Cedar Cottage,493908.6993,5455824.7687
Theft from Vehicle,2021,7,21,1,4,34XX ARCHIMEDES ST,Renfrew-Collingwood,497744.8727,5453528.5243
Theft from Vehicle,2021,3,19,11,30,34XX ASCOT PL,Renfrew-Collingwood,497630.8353,5454010.4465
Theft from Vehicle,2021,8,23,9,0,34XX BRIDGEWAY,Hastings-Sunrise,497860.9644,5459692.0918
Theft from Vehicle,2021,7,1,13,0,34XX COPLEY ST,Kensington-Cedar Cottage,495845.2566,5455487.085
Theft from Vehicle,2021,7,31,0,0,34XX CROWLEY DR,Renfrew-Collingwood,497632.6012,5453847.3919
Theft from Vehicle,2021,7,13,5,0,34XX DUMFRIES ST,Kensington-Cedar Cottage,494698.4567,5455706.8547
Theft from Vehicle,2021,1,14,13,0,34XX DUNDAS ST,Hastings-Sunrise,497885.0246,5459109.1107
Theft from Vehicle,2021,9,13,0,0,34XX E 24TH AVE,Renfrew-Collingwood,497822.5187,5455118.0729
Theft from Vehicle,2021,2,14,2,0,34XX E 3RD AVE,Hastings-Sunrise,497902.65,5457193.9644
Theft from Vehicle,2021,4,10,13,0,34XX E 45TH AVE,Killarney,497665.4457,5452935.2141
Theft from Vehicle,2021,7,19,18,30,34XX E 49TH AVE,Killarney,497769.169,5452411.0878
Theft from Vehicle,2021,11,14,19,40,34XX E 4TH AVE,Hastings-Sunrise,497754.0457,5457092.2025
Theft from Vehicle,2021,7,15,22,0,34XX E 4TH AVE,Hastings-Sunrise,497775.8196,5457101.3103
Theft from Vehicle,2021,5,23,21,0,34XX E 4TH AVE,Hastings-Sunrise,497816.7926,5457092.098
Theft from Vehicle,2021,11,3,17,0,34XX EAST BLVD,Shaughnessy,488905.2232,5455857.3307
Theft from Vehicle,2021,2,21,14,15,34XX FALAISE AVE,Renfrew-Collingwood,497809.9178,5455809.1479
Theft from Vehicle,2021,9,7,23,0,34XX FRANKLIN ST,Hastings-Sunrise,497766.8833,5458808.7283
Theft from Vehicle,2021,5,17,19,0,34XX FRANKLIN ST,Hastings-Sunrise,497777.2427,5458808.6751
Theft from Vehicle,2021,9,17,16,45,34XX KINGSWAY AVE,Renfrew-Collingwood,497580.557,5453327.6436
Theft from Vehicle,2021,7,19,11,0,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Theft from Vehicle,2021,2,9,16,0,34XX KINGSWAY AVE,Renfrew-Collingwood,497841.0421,5453253.9981
Theft from Vehicle,2021,11,30,0,0,34XX LOUGHEED HWY,Renfrew-Collingwood,497771.8941,5456603.441
Theft from Vehicle,2021,7,7,17,30,34XX LOUGHEED HWY,Renfrew-Collingwood,497775.7005,5456605.7661
Theft from Vehicle,2021,4,12,20,0,34XX MAIN ST,Riley Park,492664.8543,5455693.3961
Theft from Vehicle,2021,4,13,3,0,34XX MAIN ST,Riley Park,492664.8543,5455693.3961
Theft from Vehicle,2021,8,18,1,0,34XX MCINTYRE DR,Killarney,497748.1086,5451868.3071
Theft from Vehicle,2021,8,29,12,0,34XX MONMOUTH AVE,Renfrew-Collingwood,497656.9929,5454360.3426
Theft from Vehicle,2021,10,28,0,0,34XX MONS DR,Renfrew-Collingwood,497735.5843,5455517.8603
Theft from Vehicle,2021,10,1,9,34,34XX NAPIER ST,Hastings-Sunrise,497795.4599,5458017.8916
Theft from Vehicle,2021,7,14,22,0,34XX NORMANDY DR,Renfrew-Collingwood,497830.0923,5455608.476
Theft from Vehicle,2021,2,1,0,0,34XX OSLER ST,Shaughnessy,490405.9009,5455819.4497
Theft from Vehicle,2021,3,16,22,0,34XX OXFORD ST,Hastings-Sunrise,497841.3743,5459218.6776
Theft from Vehicle,2021,10,1,14,0,34XX PANDORA ST,Hastings-Sunrise,497799.6305,5458907.2534
Theft from Vehicle,2021,8,23,4,9,34XX PUGET DR,Dunbar-Southlands,487161.591,5455903.0457
Theft from Vehicle,2021,8,19,0,30,34XX RENFREW ST,Renfrew-Collingwood,496783.5063,5455690.9283
Theft from Vehicle,2021,7,25,17,0,34XX RUPERT ST,Renfrew-Collingwood,497549.0659,5455684.3221
Theft from Vehicle,2021,10,14,13,27,34XX SAWMILL CRES,Killarney,497704.3227,5450353.9313
Theft from Vehicle,2021,1,15,17,0,34XX SE MARINE DR,Killarney,497630.2347,5450607.6496
Theft from Vehicle,2021,3,26,22,0,34XX SEAFORTH DR,Renfrew-Collingwood,497703.7926,5455670.4813
Theft from Vehicle,2021,7,30,4,0,34XX SOPHIA ST,Riley Park,492836.4991,5455771.8099
Theft from Vehicle,2021,11,20,0,0,34XX SOPHIA ST,Riley Park,492836.4991,5455771.8099
Theft from Vehicle,2021,9,25,22,0,34XX TERRA VITA PL,Hastings-Sunrise,497786.5943,5458199.4097
Theft from Vehicle,2021,12,5,20,0,34XX TRIUMPH ST,Hastings-Sunrise,497821.1111,5459018.7568
Theft from Vehicle,2021,10,14,23,0,34XX TRIUMPH ST,Hastings-Sunrise,497867.4145,5459009.1433
Theft from Vehicle,2021,1,2,9,0,34XX TURNER ST,Hastings-Sunrise,497817.3329,5458485.0124
Theft from Vehicle,2021,7,16,0,0,34XX W 10TH AVE,Kitsilano,486772.4306,5456750.9033
Theft from Vehicle,2021,5,12,15,30,34XX W 13TH AVE,Kitsilano,486857.7137,5456455.3386
Theft from Vehicle,2021,12,13,18,0,34XX W 16TH AVE,Dunbar-Southlands,486863.7633,5456123.0615
Theft from Vehicle,2021,11,9,21,0,34XX W 22ND AVE,Dunbar-Southlands,486828.3199,5455584.7293
Theft from Vehicle,2021,11,1,2,35,34XX W 28TH AVE,Dunbar-Southlands,486812.3038,5454946.2408
Theft from Vehicle,2021,1,10,0,30,34XX W 35TH AVE,Dunbar-Southlands,486775.6233,5454208.1881
Theft from Vehicle,2021,1,13,12,30,34XX W 36TH AVE,Dunbar-Southlands,486767.4215,5454093.3117
Theft from Vehicle,2021,5,14,7,38,34XX W 37TH AVE,Dunbar-Southlands,486766.5268,5453990.7836
Theft from Vehicle,2021,11,23,22,0,34XX W 3RD AVE,Kitsilano,486866.529,5457429.6442
Theft from Vehicle,2021,1,2,0,0,34XX W 8TH AVE,Kitsilano,486879.9214,5456952.4416
Theft from Vehicle,2021,3,3,11,56,34XX WEYMOOR PL,Killarney,497882.7071,5450759.214
Theft from Vehicle,2021,4,26,22,0,34XX WILLIAM ST,Hastings-Sunrise,497817.3828,5457923.8379
Theft from Vehicle,2021,5,29,17,0,34XX WILLIAM ST,Hastings-Sunrise,497879.6958,5457923.3186
Theft from Vehicle,2021,2,5,22,30,34XX WILLIAM ST,Hastings-Sunrise,497895.9272,5457932.3277
Theft from Vehicle,2021,4,12,22,50,34XX WORTHINGTON DR,Renfrew-Collingwood,497801.953,5455755.6199
Theft from Vehicle,2021,9,25,0,0,34XX WORTHINGTON DR,Renfrew-Collingwood,497823.2545,5455747.1945
Theft from Vehicle,2021,9,25,5,0,34XX WORTHINGTON DR,Renfrew-Collingwood,497865.5853,5455691.7513
Theft from Vehicle,2021,9,25,18,0,34XX WORTHINGTON DR,Renfrew-Collingwood,497886.7931,5455670.5172
Theft from Vehicle,2021,10,12,12,0,34XX WORTHINGTON DR,Renfrew-Collingwood,497959.1838,5455598.0363
Theft from Vehicle,2021,9,14,1,44,35XX ADANAC ST,Hastings-Sunrise,498034.1411,5458292.6527
Theft from Vehicle,2021,9,20,13,21,35XX ADANAC ST,Hastings-Sunrise,498034.1411,5458292.6527
Theft from Vehicle,2021,11,14,19,0,35XX ADANAC ST,Hastings-Sunrise,498034.1411,5458292.6527
Theft from Vehicle,2021,12,28,23,0,35XX ANZIO DR,Renfrew-Collingwood,497846.5503,5455448.4922
Theft from Vehicle,2021,10,30,4,42,35XX ASH ST,South Cambie,491401.3552,5455722.5901
Theft from Vehicle,2021,4,2,12,0,35XX COMMERCIAL ST,Kensington-Cedar Cottage,495053.5131,5455570.4434
Theft from Vehicle,2021,6,30,20,0,35XX COPLEY ST,Kensington-Cedar Cottage,495794.0023,5455360.1256
Theft from Vehicle,2021,9,14,2,0,35XX CORSICA WAY,Killarney,497939.8752,5450609.5934
Theft from Vehicle,2021,3,22,18,0,35XX CROWLEY DR,Renfrew-Collingwood,497880.2001,5453692.1286
Theft from Vehicle,2021,9,6,13,0,35XX CROWLEY DR,Renfrew-Collingwood,497959.8864,5453625.8558
Theft from Vehicle,2021,9,25,18,30,35XX E 24TH AVE,Renfrew-Collingwood,497928.6286,5455109.3277
Theft from Vehicle,2021,5,2,14,46,35XX E 47TH AVE,Killarney,497911.9234,5452620.3306
Theft from Vehicle,2021,2,10,21,0,35XX E 48TH AVE,Killarney,497863.2896,5452490.3453
Theft from Vehicle,2021,7,8,14,0,35XX E 48TH AVE,Killarney,497863.2896,5452490.3453
Theft from Vehicle,2021,12,24,0,0,35XX E 49TH AVE,Killarney,498008.0234,5452213.2069
Theft from Vehicle,2021,10,31,21,0,35XX E 5TH AVE,Hastings-Sunrise,497996.1968,5457000.3404
Theft from Vehicle,2021,8,12,21,30,35XX E GEORGIA ST,Hastings-Sunrise,497947.8109,5458393.8157
Theft from Vehicle,2021,10,28,0,0,35XX E HASTINGS ST,Hastings-Sunrise,498049.4974,5458704.5814
Theft from Vehicle,2021,10,19,14,15,35XX E PENDER ST,Hastings-Sunrise,497973.2072,5458611.1458
Theft from Vehicle,2021,7,28,23,0,35XX E PENDER ST,Hastings-Sunrise,497995.8752,5458611.0843
Theft from Vehicle,2021,6,12,17,0,35XX E PENDER ST,Hastings-Sunrise,498068.325,5458601.744
Theft from Vehicle,2021,10,17,0,0,35XX EUCLID AVE,Renfrew-Collingwood,497784.8347,5453594.035
Theft from Vehicle,2021,3,26,17,0,35XX EUCLID AVE,Renfrew-Collingwood,497898.6115,5453560.7609
Theft from Vehicle,2021,3,8,19,40,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Theft from Vehicle,2021,5,3,6,50,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Theft from Vehicle,2021,9,4,15,30,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Theft from Vehicle,2021,3,26,0,0,35XX HAIDA DR,Renfrew-Collingwood,498016.2485,5455735.2336
Theft from Vehicle,2021,9,15,10,30,35XX KINGSWAY AVE,Renfrew-Collingwood,497907.3951,5453259.1689
Theft from Vehicle,2021,6,30,21,30,35XX KINGSWAY AVE,Renfrew-Collingwood,498055.9772,5453268.724
Theft from Vehicle,2021,10,17,20,30,35XX LAKEWOOD ST,Kensington-Cedar Cottage,495524.341,5455423.1479
Theft from Vehicle,2021,10,31,4,0,35XX MATAPAN CRES,Renfrew-Collingwood,497928.0896,5456060.7992
Theft from Vehicle,2021,7,1,0,0,35XX MCGILL ST,Hastings-Sunrise,498111.9368,5459554.0411
Theft from Vehicle,2021,10,25,1,0,35XX MONMOUTH AVE,Renfrew-Collingwood,498070.5957,5454115.8975
Theft from Vehicle,2021,11,27,23,15,35XX MONMOUTH AVE,Renfrew-Collingwood,498070.5957,5454115.8975
Theft from Vehicle,2021,7,15,0,30,35XX NORMANDY DR,Renfrew-Collingwood,497933.4611,5455492.7997
Theft from Vehicle,2021,9,28,1,0,35XX OAK ST,Shaughnessy,490728.6343,5455710.1426
Theft from Vehicle,2021,8,4,9,0,35XX POINT GREY RD,Kitsilano,486785.0003,5457701.7485
Theft from Vehicle,2021,12,14,1,0,35XX PRICE ST,Renfrew-Collingwood,497924.046,5454325.4884
Theft from Vehicle,2021,5,10,9,30,35XX QUESNEL DR,Dunbar-Southlands,487082.1165,5455846.5961
Theft from Vehicle,2021,11,17,1,0,35XX RUPERT ST,Renfrew-Collingwood,497531.1193,5455571.8934
Theft from Vehicle,2021,2,10,5,40,35XX SAWMILL CRES,Killarney,497745.9298,5450339.5064
Theft from Vehicle,2021,8,30,12,0,35XX SAWMILL CRES,Killarney,497745.9298,5450339.5064
Theft from Vehicle,2021,12,24,17,0,35XX SE MARINE DR,Killarney,497866.5144,5450567.0568
Theft from Vehicle,2021,11,21,5,0,35XX SE MARINE DR,Killarney,497910.6394,5450560.3579
Theft from Vehicle,2021,5,7,19,26,35XX SE MARINE DR,Killarney,498030.7679,5450563.1108
Theft from Vehicle,2021,10,19,2,20,35XX SOPHIA ST,Riley Park,492833.1177,5455629.4031
Theft from Vehicle,2021,8,31,5,1,35XX SOPHIA ST,Riley Park,492833.3752,5455640.0597
Theft from Vehicle,2021,3,2,17,0,35XX TRINITY ST,Hastings-Sunrise,498124.7055,5459667.2507
Theft from Vehicle,2021,6,13,16,0,35XX TRIUMPH ST,Hastings-Sunrise,497950.2997,5459008.4502
Theft from Vehicle,2021,7,11,17,40,35XX TRIUMPH ST,Hastings-Sunrise,497950.2997,5459008.4502
Theft from Vehicle,2021,7,31,17,0,35XX TRIUMPH ST,Hastings-Sunrise,497950.2997,5459008.4502
Theft from Vehicle,2021,9,11,21,0,35XX TRIUMPH ST,Hastings-Sunrise,497950.2997,5459008.4502
Theft from Vehicle,2021,8,18,4,0,35XX TRIUMPH ST,Hastings-Sunrise,498102.614,5459009.2672
Theft from Vehicle,2021,2,20,22,0,35XX VANNESS AVE,Renfrew-Collingwood,497929.1668,5453761.8102
Theft from Vehicle,2021,8,21,22,0,35XX VANNESS AVE,Renfrew-Collingwood,497929.1668,5453761.8102
Theft from Vehicle,2021,4,3,18,0,35XX VANNESS AVE,Renfrew-Collingwood,498007.9656,5453706.5297
Theft from Vehicle,2021,10,16,17,0,35XX W 14TH AVE,Kitsilano,486752.4092,5456347.0154
Theft from Vehicle,2021,2,22,11,0,35XX W 15TH AVE,Kitsilano,486642.4946,5456248.0954
Theft from Vehicle,2021,1,8,4,26,35XX W 15TH AVE,Kitsilano,486684.1078,5456256.1476
Theft from Vehicle,2021,4,5,1,0,35XX W 15TH AVE,Kitsilano,486695.1406,5456255.8573
Theft from Vehicle,2021,8,2,22,0,35XX W 1ST AVE,Kitsilano,486783.5565,5457621.8056
Theft from Vehicle,2021,11,10,0,0,35XX W 20TH AVE,Dunbar-Southlands,486574.5024,5455779.6888
Theft from Vehicle,2021,2,12,22,0,35XX W 23RD AVE,Dunbar-Southlands,486753.4369,5455483.2209
Theft from Vehicle,2021,2,8,0,50,35XX W 26TH AVE,Dunbar-Southlands,486762.7837,5455149.2125
Theft from Vehicle,2021,5,14,20,0,35XX W 27TH AVE,Dunbar-Southlands,486681.139,5455044.1606
Theft from Vehicle,2021,7,6,13,30,35XX W 29TH AVE,Dunbar-Southlands,486752.7632,5454832.4844
Theft from Vehicle,2021,4,4,6,38,35XX W 2ND AVE,Kitsilano,486781.7922,5457521.2394
Theft from Vehicle,2021,5,31,4,0,35XX W 37TH AVE,Dunbar-Southlands,486572.4452,5453989.8788
Theft from Vehicle,2021,1,5,23,0,35XX W 3RD AVE,Kitsilano,486712.2487,5457433.7354
Theft from Vehicle,2021,7,30,2,58,35XX W 3RD AVE,Kitsilano,486779.1211,5457422.7108
Theft from Vehicle,2021,2,12,12,0,35XX W 40TH AVE,Dunbar-Southlands,486590.8604,5453669.5251
Theft from Vehicle,2021,8,5,12,0,35XX W 6TH AVE,Kitsilano,486707.2997,5457143.7769
Theft from Vehicle,2021,7,10,1,11,35XX W 8TH AVE,Kitsilano,486710.8634,5456957.1734
Theft from Vehicle,2021,3,4,12,0,35XX W BROADWAY AVE,Kitsilano,486761.9273,5456849.393
Theft from Vehicle,2021,7,2,2,39,35XX WALKER ST,Kensington-Cedar Cottage,495782.8749,5455443.0492
Theft from Vehicle,2021,7,2,23,0,35XX WALKER ST,Kensington-Cedar Cottage,495782.8749,5455443.0492
Theft from Vehicle,2021,11,18,2,0,35XX WELLINGTON AVE,Renfrew-Collingwood,497943.7025,5454060.7786
Theft from Vehicle,2021,2,5,20,0,35XX WILLIAM ST,Hastings-Sunrise,498030.9702,5457932.7965
Theft from Vehicle,2021,8,21,1,2,35XX WORTHINGTON DR,Renfrew-Collingwood,497987.9376,5455569.2466
Theft from Vehicle,2021,6,4,0,8,35XX WORTHINGTON DR,Renfrew-Collingwood,498075.6561,5455479.7444
Theft from Vehicle,2021,2,18,16,30,36XX CAMBIE ST,South Cambie,491608.0296,5455549.7694
Theft from Vehicle,2021,6,5,17,0,36XX CAMBIE ST,South Cambie,491608.0296,5455549.7694
Theft from Vehicle,2021,4,23,4,10,36XX CAMERON AVE,Kitsilano,486582.8872,5457801.9859
Theft from Vehicle,2021,5,18,23,0,36XX CAMERON AVE,Kitsilano,486589.0602,5457811.0898
Theft from Vehicle,2021,4,21,23,0,36XX COMMERCIAL ST,Kensington-Cedar Cottage,495041.355,5455443.3738
Theft from Vehicle,2021,5,25,23,0,36XX COMMERCIAL ST,Kensington-Cedar Cottage,495042.1427,5455472.7552
Theft from Vehicle,2021,10,21,16,30,36XX E 22ND AVE,Renfrew-Collingwood,498249.6866,5455324.9199
Theft from Vehicle,2021,2,18,20,30,36XX E 29TH AVE,Renfrew-Collingwood,498125.5049,5454631.5844
Theft from Vehicle,2021,10,23,0,2,36XX E 45TH AVE,Killarney,498110.6649,5452943.5085
Theft from Vehicle,2021,2,25,23,30,36XX E 45TH AVE,Killarney,498143.4395,5452934.7197
Theft from Vehicle,2021,2,25,23,45,36XX E 45TH AVE,Killarney,498143.4395,5452934.7197
Theft from Vehicle,2021,10,22,23,59,36XX E 45TH AVE,Killarney,498230.3498,5452934.9896
Theft from Vehicle,2021,1,22,8,0,36XX E 48TH AVE,Killarney,498220.0879,5452487.1946
Theft from Vehicle,2021,8,7,2,0,36XX E 48TH AVE,Killarney,498258.5536,5452486.6696
Theft from Vehicle,2021,9,27,0,0,36XX E GEORGIA ST,Hastings-Sunrise,498136.5553,5458385.5199
Theft from Vehicle,2021,3,4,20,0,36XX E GEORGIA ST,Hastings-Sunrise,498153.864,5458394.3798
Theft from Vehicle,2021,8,22,17,0,36XX ETON ST,Hastings-Sunrise,498199.6943,5459435.9035
Theft from Vehicle,2021,12,6,1,49,36XX FLEMING ST,Kensington-Cedar Cottage,494757.6846,5455463.1199
Theft from Vehicle,2021,3,27,20,0,36XX FRASER ST,Kensington-Cedar Cottage,493454.3299,5455535.0794
Theft from Vehicle,2021,7,31,13,0,36XX KINGSWAY AVE,Renfrew-Collingwood,498229.2902,5453280.3118
Theft from Vehicle,2021,1,4,0,0,36XX KNIGHT ST,Kensington-Cedar Cottage,494464.8507,5455506.3606
Theft from Vehicle,2021,4,9,0,0,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.7981
Theft from Vehicle,2021,4,14,16,0,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.7981
Theft from Vehicle,2021,10,21,0,0,36XX MONMOUTH AVE,Renfrew-Collingwood,498168.0359,5454049.0351
Theft from Vehicle,2021,11,24,0,0,36XX NAPIER ST,Hastings-Sunrise,498147.5558,5458024.7033
Theft from Vehicle,2021,11,26,20,15,36XX OAK ST,Shaughnessy,490725.8565,5455618.8212
Theft from Vehicle,2021,2,8,20,0,36XX POINT GREY RD,Kitsilano,486585.7632,5457732.0463
Theft from Vehicle,2021,1,30,22,0,36XX PRICE ST,Renfrew-Collingwood,498117.3277,5454214.1004
Theft from Vehicle,2021,10,10,0,0,36XX PRICE ST,Renfrew-Collingwood,498131.7361,5454204.9901
Theft from Vehicle,2021,2,27,12,0,36XX PRICE ST,Renfrew-Collingwood,498139.7647,5454189.2447
Theft from Vehicle,2021,8,15,22,47,36XX QUEBEC ST,Riley Park,492519.5473,5455555.41
Theft from Vehicle,2021,5,13,21,0,36XX QUESNEL DR,Dunbar-Southlands,487144.8539,5455722.2216
Theft from Vehicle,2021,9,11,17,30,36XX RUMBLE AVE,Killarney,498144.782,5451332.3817
Theft from Vehicle,2021,9,19,20,45,36XX RUPERT ST,Renfrew-Collingwood,497531.0035,5455445.6073
Theft from Vehicle,2021,5,1,0,0,36XX SCALES PL,Renfrew-Collingwood,498209.0982,5454228.509
Theft from Vehicle,2021,1,23,20,0,36XX SE MARINE DR,Killarney,498129.6248,5450574.6636
Theft from Vehicle,2021,10,9,17,0,36XX SE MARINE DR,Killarney,498129.6248,5450574.6636
Theft from Vehicle,2021,12,1,1,0,36XX SOPHIA ST,Riley Park,492830.9255,5455539.2815
Theft from Vehicle,2021,9,5,0,0,36XX TANNER ST,Renfrew-Collingwood,498075.4206,5454360.8958
Theft from Vehicle,2021,8,30,2,41,36XX TRIUMPH ST,Hastings-Sunrise,498130.9973,5459009.3898
Theft from Vehicle,2021,2,10,22,0,36XX TURNER ST,Hastings-Sunrise,498255.4528,5458482.5572
Theft from Vehicle,2021,8,1,23,30,36XX VANNESS AVE,Renfrew-Collingwood,498020.9193,5453697.4368
Theft from Vehicle,2021,11,17,0,45,36XX VANNESS AVE,Renfrew-Collingwood,498020.9193,5453697.4368
Theft from Vehicle,2021,11,27,20,0,36XX VANNESS AVE,Renfrew-Collingwood,498020.9193,5453697.4368
Theft from Vehicle,2021,12,20,17,51,36XX VANNESS AVE,Renfrew-Collingwood,498020.9193,5453697.4368
Theft from Vehicle,2021,2,14,1,44,36XX VANNESS AVE,Renfrew-Collingwood,498061.9393,5453668.6428
Theft from Vehicle,2021,12,20,10,0,36XX VANNESS AVE,Renfrew-Collingwood,498095.6417,5453645.0094
Theft from Vehicle,2021,5,6,23,45,36XX VANNESS AVE,Renfrew-Collingwood,498131.7049,5453678.2826
Theft from Vehicle,2021,4,23,18,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.9207,5455562.1341
Theft from Vehicle,2021,7,13,20,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.9207,5455562.1341
Theft from Vehicle,2021,10,1,20,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.9207,5455562.1341
Theft from Vehicle,2021,1,13,0,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.6395
Theft from Vehicle,2021,6,12,19,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.6395
Theft from Vehicle,2021,6,23,5,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.6395
Theft from Vehicle,2021,6,23,9,23,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.6395
Theft from Vehicle,2021,8,28,2,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495210.5204,5455526.1948
Theft from Vehicle,2021,1,28,19,0,36XX W 11TH AVE,Kitsilano,486497.829,5456663.1346
Theft from Vehicle,2021,11,20,21,0,36XX W 11TH AVE,Kitsilano,486616.2927,5456650.9349
Theft from Vehicle,2021,3,8,19,0,36XX W 16TH AVE,Kitsilano,486507.2294,5456159.6227
Theft from Vehicle,2021,8,2,0,0,36XX W 19TH AVE,Dunbar-Southlands,486453.0557,5455878.8353
Theft from Vehicle,2021,5,15,22,0,36XX W 1ST AVE,Kitsilano,486563.0445,5457627.7177
Theft from Vehicle,2021,4,22,20,0,36XX W 1ST AVE,Kitsilano,486644.4081,5457625.6744
Theft from Vehicle,2021,8,14,15,0,36XX W 2ND AVE,Kitsilano,486612.7172,5457525.4089
Theft from Vehicle,2021,2,2,8,30,36XX WALLACE ST,Dunbar-Southlands,486120.8049,5455781.8706
Theft from Vehicle,2021,10,1,3,30,36XX WILLIAM ST,Hastings-Sunrise,498190.9423,5457924.3222
Theft from Vehicle,2021,1,25,16,30,36XX WILLIAM ST,Hastings-Sunrise,498245.2838,5457924.3853
Theft from Vehicle,2021,10,1,12,0,36XX WILLIAM ST,Hastings-Sunrise,498248.9036,5457933.5336
Theft from Vehicle,2021,12,3,20,0,37XX ARBUTUS ST,Arbutus Ridge,488862.3028,5455591.384
Theft from Vehicle,2021,4,16,23,0,37XX CAMBIE ST,South Cambie,491604.5278,5455433.431
Theft from Vehicle,2021,7,6,21,0,37XX FLEMING ST,Kensington-Cedar Cottage,494765.8604,5455376.0167
Theft from Vehicle,2021,7,9,22,0,37XX HUDSON ST,Shaughnessy,490215.7084,5455487.8036
Theft from Vehicle,2021,8,20,1,0,37XX HUDSON ST,Shaughnessy,490215.7084,5455487.8036
Theft from Vehicle,2021,8,26,12,0,37XX INVERNESS ST,Kensington-Cedar Cottage,494180.1412,5455428.2985
Theft from Vehicle,2021,12,13,0,1,37XX INVERNESS ST,Kensington-Cedar Cottage,494180.5234,5455438.5808
Theft from Vehicle,2021,2,8,22,0,37XX LANARK ST,Kensington-Cedar Cottage,494564.3885,5455383.2724
Theft from Vehicle,2021,3,4,3,0,37XX LANARK ST,Kensington-Cedar Cottage,494564.5805,5455395.2964
Theft from Vehicle,2021,5,5,20,0,37XX LANARK ST,Kensington-Cedar Cottage,494574.3209,5455432.5585
Theft from Vehicle,2021,2,16,1,51,37XX LAUREL ST,South Cambie,490937.8717,5455539.4676
Theft from Vehicle,2021,12,7,13,0,37XX OAK ST,South Cambie,490732.5814,5455541.4861
Theft from Vehicle,2021,6,10,22,30,37XX ONTARIO ST,Riley Park,492370.5277,5455373.0562
Theft from Vehicle,2021,1,24,22,0,37XX ONTARIO ST,Riley Park,492371.5413,5455399.5526
