"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LL-3000","Hospitals","17650682","Island Health","17690980","Nanaimo Regional General Hospital","Provides community hospital services.","17690982","17650860","","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/nanaimo-regional-general-hospital",,"Y",,"","1200 Dufferin Crescent","","","","Nanaimo","BC","V9S 2B7","49.183502","-123.969945","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690980&SiteResourceAgencyNum=17650860"
"LL-3000","Hospitals","17650682","Island Health","17690996","Tofino General Hospital","Provides community hospital services.","17690999","17651030","2507254010","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/tofino-general-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.","261 Neill Street","","","","Tofino","BC","V0R 2Z0","49.151591","-125.908605","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690996&SiteResourceAgencyNum=17651030"
"LL-3000","Hospitals","17650682","Island Health","17691012","West Coast General Hospital","Provides community hospital services.","17691014","17650862","2507311370","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/west-coast-general-hospital",,"Y",,"","3949 Port Alberni Highway","","","","Port Alberni","BC","V9Y 4S1","49.248801","-124.781792","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691012&SiteResourceAgencyNum=17650862"
"LL-3000","Hospitals","17650682","Island Health","17691020","North Island Hospital Campbell River and District","Provides community hospital services.","17691028","17650856","2502867100","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/north-island-hospital-campbell-river-district",,"Y",,"","375 2nd Avenue","","","","Campbell River","BC","V9W 3V1","50.011132","-125.243155","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691020&SiteResourceAgencyNum=17650856"
"LL-3000","Hospitals","17650682","Island Health","17691064","Port Hardy Hospital","Provides community hospital services.","17691067","17651090","2509026011","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/port-hardy-hospital",,"Y",,"","9120 Granville Street","","","","Port Hardy","BC","V0N 2P0","50.720244","-127.503215","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691064&SiteResourceAgencyNum=17651090"
"LL-3000","Hospitals","17650682","Island Health","17691157","Victoria General Hospital","Provides community hospital services.","17691162","17650784","2507274212","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/victoria-general-hospital-vgh",,"Y",,"","1 Hospital Way","","","","Victoria","BC","V8Z 6R5","48.466809","-123.432576","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691157&SiteResourceAgencyNum=17650784"
"LL-3000","Hospitals","17650682","Island Health","17691164","Lady Minto/Gulf Islands Hospital","Provides community hospital services.","17691376","17650864","2505384800","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/lady-minto-gulf-islands-hospital",,"Y",,"","135 Crofton Road","","","","Salt Spring Island","BC","V8K 1T1","48.861445","-123.508599","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691164&SiteResourceAgencyNum=17650864"
"LL-3000","Hospitals","17650682","Island Health","17992279","Royal Jubilee Hospital","Provides community hospital services.","17690813","17650835","2503708000","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-hospital-rjh",,"Y",,"","1952 Bay Street","","","","Victoria","BC","V8R 1J8","48.434061","-123.326541","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992279&SiteResourceAgencyNum=17650835"
"LL-3000","Hospitals","17650682","Island Health","17992316","Saanich Peninsula Hospital","Provides community hospital services.","17691383","17650866","2505447676","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/saanich-peninsula-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.","2166 Mount Newton Cross Road","","","","Saanichton","BC","V8M 2B2","48.594199","-123.411323","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992316&SiteResourceAgencyNum=17650866"
"LL-3000","Hospitals","17650682","Island Health","17992347","Port McNeill Hospital","Provides community hospital services.","17691074","17650890","2509564461","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/port-mcneill-hospital",,"Y",,"","2750 Kingcome Place","","","","Port McNeill","BC","V0N 2R0","50.580260","-127.067379","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992347&SiteResourceAgencyNum=17650890"
"LL-3000","Hospitals","17650682","Island Health","55347966","North Island Hospital Comox Valley","Provides community hospital services.","55347969","55347959","2503315900","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/north-island-hospital-comox-valley",,"Y",,"","101 Lerwick Road","","","","Courtenay","BC","V9N 0B9","49.712428","-124.969565","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=55347966&SiteResourceAgencyNum=55347959"
"LL-3000","Hospitals","17652139","Northern Health","17691789","Kitimat General Hospital and Health Centre","Provides community hospital services.","17691795","17652147","","https://www.northernhealth.ca/find-a-facility/hospitals/kitimat-general-hospital-and-health-centre",,"Y",,"","920 S Lahakas Blvd","","","","Kitimat","BC","V8C 2S3","54.050409","-128.647481","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691789&SiteResourceAgencyNum=17652147"
"LL-3000","Hospitals","17652139","Northern Health","17992293","Mackenzie and District Hospital and Health Centre","Provides community hospital services.","17692233","17652365","","https://www.northernhealth.ca/find-a-facility/hospitals/mackenzie-and-district-hospital-and-health-centre",,"Y",,"","45 Centennial Drive","","","","Mackenzie","BC","V0J 2C0","55.338120","-123.101288","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992293&SiteResourceAgencyNum=17652365"
"LL-3000","Hospitals","17652139","Northern Health","17992297","Prince Rupert Regional Hospital","Provides community hospital services.","17691892","17652308","","https://www.northernhealth.ca/find-a-facility/hospitals/prince-rupert-regional-hospital",,"Y",,"","1305 Summit Avenue","","","","Prince Rupert","BC","V8J 2A6","54.304265","-130.332179","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992297&SiteResourceAgencyNum=17652308"
"LL-3000","Hospitals","17652139","Northern Health","17992299","Fort St. John Hospital","Provides community hospital services.","17691989","17652606","","https://www.northernhealth.ca/find-a-facility/hospitals/fort-st-john-hospital-peace-villa",,"Y",,"","8407 112th Avenue","","","","Fort St John","BC","V1J 0J5","56.256892","-120.817122","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992299&SiteResourceAgencyNum=17652606"
"LL-3000","Hospitals","17652139","Northern Health","17992300","Chetwynd Hospital and Health Centre","Provides community hospital services.","17692229","17652362","","https://www.northernhealth.ca/find-a-facility/hospitals/chetwynd-hospital-and-health-centre",,"Y",,"","5500 Hospital Road","","","","Chetwynd","BC","V0C 1J0","55.695973","-121.646320","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992300&SiteResourceAgencyNum=17652362"
"LL-3000","Hospitals","17652139","Northern Health","17992301","Stuart Lake Hospital","Provides community hospital services.","17691631","17652340","","https://www.northernhealth.ca/find-a-facility/hospitals/stuart-lake-hospital",,"Y",,"","600 Stuart Drive E","","","","Fort St James","BC","V0J 1P0","54.442987","-124.245474","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992301&SiteResourceAgencyNum=17652340"
"LL-3000","Hospitals","17652139","Northern Health","17992302","St. John Hospital","Provides community hospital services.","17692158","17652672","","https://www.northernhealth.ca/find-a-facility/hospitals/st-john-hospital",,"Y",,"","3255 Hospital Road","","","","Vanderhoof","BC","V0J 3A2","54.028760","-124.008821","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992302&SiteResourceAgencyNum=17652672"
"LL-3000","Hospitals","17652139","Northern Health","17992303","Wrinch Memorial Hospital","Provides community hospital services.","17692225","17652355","","https://www.northernhealth.ca/find-a-facility/hospitals/wrinch-memorial-hospital",,"Y",,"","2510 Highway 62","","","","Hazelton","BC","V0J 1Y1","55.259655","-127.651295","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992303&SiteResourceAgencyNum=17652355"
"LL-3000","Hospitals","17652139","Northern Health","17992308","University Hospital of Northern British Columbia","Provides community hospital services.","17692184","17652145","","https://www.northernhealth.ca/find-a-facility/hospitals/university-hospital-northern-british-columbia-uhnbc",,"Y",,"","1475 Edmonton Street","","","","Prince George","BC","V2M 1S2","53.911251","-122.763153","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992308&SiteResourceAgencyNum=17652145"
"LL-3000","Hospitals","17652139","Northern Health","17992317","G.R. Baker Memorial Hospital","Provides community hospital services.","17691912","17652141","","https://www.northernhealth.ca/find-a-facility/hospitals/gr-baker-memorial-hospital",,"Y",,"","543 Front Street","","","","Quesnel","BC","V2J 2K7","52.981739","-122.498817","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992317&SiteResourceAgencyNum=17652141"
"LL-3000","Hospitals","17652139","Northern Health","17992320","Dawson Creek and District Hospital","Provides community hospital services.","17691659","17652143","","https://www.northernhealth.ca/find-a-facility/hospitals/dawson-creek-and-district-hospital",,"Y",,"","11100 13th Street","","","","Dawson Creek","BC","V1G 3W8","55.749057","-120.237333","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992320&SiteResourceAgencyNum=17652143"
"LL-3000","Hospitals","17652139","Northern Health","17992322","Bulkley Valley District Hospital","Provides community hospital services.","17691834","17652292","","https://www.northernhealth.ca/find-a-facility/hospitals/bulkley-valley-district-hospital",,"Y",,"","3950 8th Avenue","","","","Smithers","BC","V0J 2N0","54.784976","-127.163822","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992322&SiteResourceAgencyNum=17652292"
"LL-3000","Hospitals","17652139","Northern Health","17992324","McBride and District Hospital","Provides community hospital services.","17692001","17652295","","https://www.northernhealth.ca/find-a-facility/hospitals/mcbride-and-district-hospital",,"Y",,"","1136 5th Avenue","","","","McBride","BC","V0J 2E0","53.300909","-120.163080","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992324&SiteResourceAgencyNum=17652295"
"LL-3000","Hospitals","17652139","Northern Health","17992325","Northern Haida Gwaii Hospital and Health Centre","Provides community hospital services.","17691585","17652267","","https://www.northernhealth.ca/find-a-facility/hospitals/haida-gwaii-hospital-and-health-centre-xaayda-gwaay-ngaaysdll-naay",,"Y",,"","2520 Harrison Avenue","","","","Masset","BC","V0T 1M0","54.012317","-132.151708","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992325&SiteResourceAgencyNum=17652267"
"LL-3000","Hospitals","17652139","Northern Health","17992327","Fort Nelson General Hospital","Provides community hospital services.","17692019","17652353","","https://www.northernhealth.ca/find-a-facility/hospitals/fort-nelson-general-hospital",,"Y",,"","5315 Liard Street","","","","Fort Nelson","BC","V0C 1R0","58.809101","-122.703101","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992327&SiteResourceAgencyNum=17652353"
"LL-3000","Hospitals","17652139","Northern Health","17992337","Lakes District Hospital and Health Centre","Provides community hospital services.","17691942","17652667","","https://www.northernhealth.ca/find-a-facility/hospitals/lakes-district-hospital-and-health-centre",,"Y",,"","741 Centre Street","","","","Burns Lake","BC","V0J 1E0","54.235568","-125.760016","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992337&SiteResourceAgencyNum=17652667"
"LL-3000","Hospitals","17652139","Northern Health","17992338","Mills Memorial Hospital","Provides community hospital services.","17691846","17652898","","https://www.northernhealth.ca/find-a-facility/hospitals/mills-memorial-hospital",,"Y",,"","4720 Haugland Avenue","","","","Terrace","BC","V8G 2W7","54.510843","-128.596516","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992338&SiteResourceAgencyNum=17652898"
"LL-3000","Hospitals","17652139","Northern Health","58358932","Whitehorse General Hospital","Provides community hospital services including emergency services, to local residents, the BC community of Atlin, and to other smaller communities along the BC and Yukon border.","58358934","58358925","","https://yukonhospitals.ca/",,"Y",,"","5 Hospital Road","","","","Whitehorse","YT","Y1A 3H7","60.718939","-135.043619","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58358932&SiteResourceAgencyNum=58358925"
"LL-3000","Hospitals","17654326","BC Women's Hospital & Health Centre","18119681","BC Women's Hospital and Health Centre","Provides community hospital services.","18119683","17654328","","http://www.bcwomens.ca/",,"Y","Interpreter services are available","Maternity visiting hours: 12:00 - 14:00 and 18:00 - 21:00","4500 Oak Street","","","","Vancouver","BC","V6H 3N1","49.243637","-123.125393","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=18119681&SiteResourceAgencyNum=17654328"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992314","Mount Saint Joseph Hospital","Provides community hospital services.","17974918","17654602","","https://www.providencehealthcare.org/hospitals-residences/mount-saint-joseph-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.","3080 Prince Edward Street","","","","Vancouver","BC","V5T 3N4","49.257699","-123.096358","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992314&SiteResourceAgencyNum=17654602"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992345","St. Paul's Hospital","Provides community hospital services.","17691929","17654615","","https://www.providencehealthcare.org/hospitals-residences/st-paul's-hospital",,"N",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.","1081 Burrard Street","","","","Vancouver","BC","V6Z 1Y6","49.280614","-123.128913","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992345&SiteResourceAgencyNum=17654615"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992345","St. Paul's Hospital - Burrard Building","Provides community hospital services.","17691931","17654607","","https://www.providencehealthcare.org/hospitals-residences/st-paul's-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.","1081 Burrard Street","","","","Vancouver","BC","V6Z 1Y6","49.280614","-123.128913","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992345&SiteResourceAgencyNum=17654607"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992345","St. Paul's Hospital - Providence II Building","Provides community hospital services.","17691933","17654598","","https://www.providencehealthcare.org/hospitals-residences/st-paul's-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.","1081 Burrard Street","","","","Vancouver","BC","V6Z 1Y6","49.280614","-123.128913","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992345&SiteResourceAgencyNum=17654598"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992345","St. Paul's Hospital - Providence Building","Provides community hospital services.","17691935","17654595","","https://www.providencehealthcare.org/hospitals-residences/st-paul's-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.","1081 Burrard Street","","","","Vancouver","BC","V6Z 1Y6","49.280614","-123.128913","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992345&SiteResourceAgencyNum=17654595"
"LL-3000","Hospitals","17654593","Providence Health Care Society","49430168","Holy Family Hospital","Provides community hospital services.","49430175","17654610","","https://www.providencehealthcare.org/hospitals-residences/holy-family-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.","7801 Argyle Street","","","","Vancouver","BC","V5P 3L6","49.213701","-123.072034","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=49430168&SiteResourceAgencyNum=17654610"
