"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LN-9300","Walk In Medical Clinics","17656303","Fairfield Medical Treatment Centre","17656304","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. It is recommended that you call before going to the clinic to confirm hours and availability.","17656306","17656305","2505923496",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 14:00.","302-1990 Fort Street","","","","Victoria","BC","V8R 6V4","48.432404","-123.322827","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656304&SiteResourceAgencyNum=17656305"
"LN-9300","Walk In Medical Clinics","17656328","Yaletown Medical Clinic","17656329","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same day virtual, phone or in-person appointment.","17656331","17656330","6046332474","http://www.yaletownmedicalclinic.ca/",,"Y",,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 10:00 - 17:00; Sun 10:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","1296 Pacific Boulevard","","","","Vancouver","BC","V6Z 2V1","49.273447","-123.123420","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656329&SiteResourceAgencyNum=17656330"
"LN-9300","Walk In Medical Clinics","17656340","Tillicum Medical Clinic","17656341","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required for phone and walk-in visits. Call or visit to book a same or next-day appointment.","17656343","17656342","2503818112","https://www.tillicummedicalclinic.ca/",,"Y",,"Mon 09:00 - 15:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed Christmas and New Year's Day.","14-3170 Tillicum Road","","","","Victoria","BC","V9A 7C5","48.453374","-123.394040","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656341&SiteResourceAgencyNum=17656342"
"LN-9300","Walk In Medical Clinics","17656344","Hilltop Medical Clinic","17656345","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day telephone or in-person appointment. It is recommended that you call before going to the clinic to confirm hours and availability.","17656347","17656346","6045315575","http://hilltopmedical.ca/walk-in-clinic/",,"Y",,"Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","107-15331 16th Avenue","","","","Surrey","BC","V4A 0C1","49.031121","-122.798056","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656345&SiteResourceAgencyNum=17656346"
"LN-9300","Walk In Medical Clinics","17656504","Spall Medical Centre","17656505","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17656507","17656506","2508609909",,,"Y",,"Mon 08:30 - 19:00; Tue 08:30 - 19:00; Wed 08:30 - 19:00; Thu 08:30 - 19:00; Fri 08:30 - 19:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 14:00.","150-1940 Harvey Avenue","","","","Kelowna","BC","V1Y 8J8","49.882804","-119.453794","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656505&SiteResourceAgencyNum=17656506"
"LN-9300","Walk In Medical Clinics","17656782","Ellwood Medical Clinic","17656783","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17656785","17656784","6047464700",,,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00; Sat 08:00 - 14:00; Sun 08:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 14:00; closed New Year's Day.","100-30495 Cardinal Avenue","","","","Abbotsford","BC","V2T 5R9","49.060779","-122.378818","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656783&SiteResourceAgencyNum=17656784"
"LN-9300","Walk In Medical Clinics","17656786","Mission Hills Medical Clinic","17656787","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17656789","17656788","6048267751","https://mission-hills-medical-clinic.business.site/",,"Y",,"Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 08:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","107-32471 Lougheed Highway","","","","Mission","BC","V2V 0C8","49.133002","-122.325740","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656787&SiteResourceAgencyNum=17656788"
"LN-9300","Walk In Medical Clinics","17656993","Shelbourne Medical Clinic","17656994","Walk-in Clinic","Provides medical care by phone and or video for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available.","17656996","17656995","2505928485","https://shelbournemedicalclinic.com/",,"Y",,"Note that hours are subject to physician availability and patient volume. Clinic opens Mon - Fri at 08:00, and Sat - Sun at 09:00; call to book an appointment.","150-3200 Shelbourne Street","","","","Victoria","BC","V8P 5G8","48.448582","-123.333229","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656994&SiteResourceAgencyNum=17656995"
"LN-9300","Walk In Medical Clinics","17656997","Sea To Sky Walk In Clinic","17656998","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17657000","17656999","6048985555",,,"Y",,"Mon 09:00 - 16:30; Tue 09:00 - 20:00; Wed 09:00 - 12:30; Thu 09:00 - 16:30; Fri 09:00 - 12:30; Sat 10:00 - 14:00; Sun 10:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 10:00 - 14:00.","103-40147 Glenalder Place","","","","Squamish","BC","V8B 0G2","49.736349","-123.132852","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656998&SiteResourceAgencyNum=17656999"
"LN-9300","Walk In Medical Clinics","17657429","Peach City Medical and Urgent Care Clinic","17657430","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule a phone appointment or same or next-day in-person visit.","17657432","17657431","2502765050",,,"Y",,"Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 08:00 - 17:00; Sat 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","166-2111 Main Street","","","","Penticton","BC","V2A 6W6","49.472813","-119.583878","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657430&SiteResourceAgencyNum=17657431"
"LN-9300","Walk In Medical Clinics","17657738","Aquarius Medical Clinic","17657739","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. In-person, virtual and phone visits are available.","17657741","17657740","6046697772","http://aquariusmedical.ca/",,"Y",,"Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 18:00; Sat 10:00 - 16:00; Sun 10:00 - 16:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours may be available; call to confirm.","202-179 Davie Street","","","","Vancouver","BC","V6Z 2Y1","49.273776","-123.120741","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657739&SiteResourceAgencyNum=17657740"
"LN-9300","Walk In Medical Clinics","17657751","Lonsdale Medical Clinics","17657752","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17657754","17657753","6049873347","https://www.lonsdaleclinic.com/home.html",,"Y",,"Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 15:00; Sun 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 15:00; closed Christmas Day.","108-1940 Lonsdale Avenue","","","","North Vancouver","BC","V7M 2K2","49.327193","-123.071945","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657752&SiteResourceAgencyNum=17657753"
"LN-9300","Walk In Medical Clinics","17657751","Lonsdale Medical Clinics","17657752","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","50637628","50637607","6049830054","https://www.lonsdaleclinic.com/home.html",,"Y",,"Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","1616 Lonsdale Avenue","","","","North Vancouver","BC","V7M 2J3","49.323646","-123.071443","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657752&SiteResourceAgencyNum=50637607"
"LN-9300","Walk In Medical Clinics","17657763","Parker Place Medical Clinic","17657764","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17657766","17657765","6042739899",,,"Y",,"Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 18:00. Closed Christmas Day, New Year's Day, and Chinese New Year.","4380 No. 3 Road","","","","Richmond","BC","V6X 3V7","49.181851","-123.136564","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657764&SiteResourceAgencyNum=17657765"
"LN-9300","Walk In Medical Clinics","17657791","Park and Tilford Medical Treatment Centre","17657792","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17657794","17657793","6049832442",,,"Y",,"Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 18:00; closed Christmas Day.","333 Brooksbank Avenue","","","","North Vancouver","BC","V7J 3S8","49.308678","-123.040470","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657792&SiteResourceAgencyNum=17657793"
"LN-9300","Walk In Medical Clinics","17657860","Avecina Medical Clinic","17657861","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Call to confirm availability and to book a phone or in-person appointment.","17657863","17657862","6045391744",,,"Y",,"Mon 09:00 - 14:00; Tue 09:00 - 14:00; Wed 09:00 - 14:00; Thu 09:00 - 14:00; Fri 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","100-5581 204th Street","","","","Langley","BC","V3A 1Z4","49.103208","-122.650601","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657861&SiteResourceAgencyNum=17657862"
"LN-9300","Walk In Medical Clinics","17657868","Maple Medical Clinic","17657869","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required but it is recommended that you line up before 9 am to be seen by the doctor.","17657871","17657870","6047309769",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 08:00 - 16:00.","103-2025 West Broadway","","","","Vancouver","BC","V6J 1Z6","49.263854","-123.151159","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657869&SiteResourceAgencyNum=17657870"
"LN-9300","Walk In Medical Clinics","17657872","Brentwood Medical Clinic","17657873","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day virtual or in-person appointment.","17657875","17657874","6042948540","https://www.brentwoodwalk-inclinic.com/",,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 18:00; Wed 08:00 - 14:00; Thu 08:00 - 18:00; Fri 08:00 - 16:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 13:00. Closed Christmas and New Year's Day.","212-4567 Lougheed Highway","","","","Burnaby","BC","V5C 3Z6","49.266485","-123.001660","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657873&SiteResourceAgencyNum=17657874"
"LN-9300","Walk In Medical Clinics","17657895","WELL Health - Lonsdale Medical Clinic","17657896","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","50637694","50637691","6049048804","https://wellclinics.ca/properties/lonsdale-medical-clinic/",,"Y",,"Mon 09:00 - 15:00; Tue 10:00 - 15:00; Wed 09:00 - 15:30; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Clinic hours vary; call to confirm. Closed statutory holidays.","110-1100 Lonsdale Avenue","","","","North Vancouver","BC","V7M 2H3","49.318173","-123.071886","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657896&SiteResourceAgencyNum=50637691"
"LN-9300","Walk In Medical Clinics","17657899","Boundary Park Medical Centre","17657900","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17657902","17657901","6045916300",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 16:00; Sun 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","115-6350 120th Street","","","","Surrey","BC","V3X 3K1","49.118235","-122.890172","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657900&SiteResourceAgencyNum=17657901"
"LN-9300","Walk In Medical Clinics","17657903","Clover Care Medical Clinic","17657904","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17657906","17657905","6045747883","https://wellclinics.ca/properties/clovercare-medical-clinic/",,"Y",,"Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 16:00; Sun 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 17:00. Closed Christmas Day.","102-17770 56th Avenue","","","","Surrey","BC","V3S 1C7","49.104124","-122.730256","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657904&SiteResourceAgencyNum=17657905"
"LN-9300","Walk In Medical Clinics","17657907","Cottonwood Medical Clinic","17657908","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17657910","17657909","6044769705",,,"Y",,"Mon 08:30 - 20:00; Tue 08:30 - 20:00; Wed 08:30 - 20:00; Thu 08:30 - 20:00; Fri 08:30 - 20:00; Sat 08:30 - 19:00; Sun 08:30 - 19:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 08:30 - 19:00; closed Christmas Day.","102-12005 238B Street","","","","Maple Ridge","BC","V4R 1W1","49.220690","-122.561484","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657908&SiteResourceAgencyNum=17657909"
"LN-9300","Walk In Medical Clinics","17657911","Orca Medical Clinic","17657912","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day virtual or in-person appointment.","17657914","17657913","2365218153","https://www.orcamedical.ca/",,"Y",,"Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 17:00; Sun 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 17:00.","101-1318 Marine Drive","","","","West Vancouver","BC","V7T 1B5","49.327338","-123.152120","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657912&SiteResourceAgencyNum=17657913"
"LN-9300","Walk In Medical Clinics","17657915","Pemberton Marine Medical Clinic","17657916","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","17657918","17657917","6049860677","https://wellclinics.ca/properties/pemberton-marine-medical-clinic/",,"N",,"Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 13:00; Sun 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 -  13:00.","1224 Marine Drive","","","","North Vancouver","BC","V7P 1T2","49.324102","-123.108370","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657916&SiteResourceAgencyNum=17657917"
"LN-9300","Walk In Medical Clinics","17657988","Pacific Medical Clinic","17657989","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17657991","17657990","6043019955","https://pacificmedicalvancouver.com/locations-contact/",,"Y",,"Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holidays hours may be available; call to confirm.","6184 Fraser Street","","","","Vancouver","BC","V5W 3A1","49.228550","-123.090284","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657989&SiteResourceAgencyNum=17657990"
"LN-9300","Walk In Medical Clinics","17657988","Pacific Medical Clinic","17657989","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17657993","17657992","6048745555","https://pacificmedicalvancouver.com/locations-contact/",,"Y",,"Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Walk-in service available at this location; call to book an appointment. Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","2032 Kingsway","","","","Vancouver","BC","V5N 2T3","49.244632","-123.064850","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657989&SiteResourceAgencyNum=17657992"
"LN-9300","Walk In Medical Clinics","17657988","Pacific Medical Clinic","17657989","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17657995","17657994","6044342222","https://pacificmedicalvancouver.com/locations-contact/",,"Y",,"Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Sat 09:00 - 15:00; Sun 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 15:00.","3185 Grandview Highway","","","","Vancouver","BC","V5M 2E9","49.258207","-123.036662","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657989&SiteResourceAgencyNum=17657994"
"LN-9300","Walk In Medical Clinics","17657996","Cedar Care Clinic","17657997","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17657999","17657998","6048207676","http://www.cedarcareclinic.ca/hours.html",,"Y",,"Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","104-32423 Lougheed Highway","","","","Mission","BC","V2V 7B8","49.133045","-122.327389","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657997&SiteResourceAgencyNum=17657998"
"LN-9300","Walk In Medical Clinics","17658000","Manhas Health","17658001","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17658003","17658002","6049375953","https://www.manhashealth.com/book-an-appointment/",,"Y",,"Tue 12:00 - 20:00; Wed 12:00 - 20:00; Thu 12:00 - 20:00; Fri 08:00 - 16:00; Sat 08:00 - 12:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","101-1106 Austin Avenue","","","","Coquitlam","BC","V3K 3P5","49.248774","-122.861564","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658001&SiteResourceAgencyNum=17658002"
"LN-9300","Walk In Medical Clinics","17658023","Powell River Medical Clinic","17658024","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available or call the clinic to schedule an appointment.","17658026","17658025","6044855501","https://www.powellriverclinic.ca/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:30 - 14:00.","4280 Joyce Avenue","","","","Powell River","BC","V8A 3A2","49.832069","-124.520327","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658024&SiteResourceAgencyNum=17658025"
"LN-9300","Walk In Medical Clinics","17658031","Royal Columbia Medical Clinic","17658032","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","17658034","17658033","6045227363","https://royalcolumbiamedicalclinic.ca/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","107-301 E Columbia Street","","","","New Westminster","BC","V3L 3W5","49.225627","-122.892883","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658032&SiteResourceAgencyNum=17658033"
"LN-9300","Walk In Medical Clinics","17658035","Fraser Highway Medical Clinic","17658036","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17658038","17658037","6048561717",,,"Y",,"Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 12:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","27109 Fraser Highway","","","","Aldergrove","BC","V4W 3R2","49.058206","-122.474845","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658036&SiteResourceAgencyNum=17658037"
"LN-9300","Walk In Medical Clinics","17658043","Glover Medical Centre","17658044","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone or video unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17658046","17658045","6045303233","https://www.glovermedical.com/schedule/",,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00; Sat 09:00 - 16:00; Sun 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 16:00. Closed Christmas and New Year's Day.","101-5796 Glover Road","","","","Langley","BC","V3A 4H9","49.108106","-122.650720","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658044&SiteResourceAgencyNum=17658045"
"LN-9300","Walk In Medical Clinics","17658047","J-Von Medical Centre","17658048","Walk-in Clinic","Provides medical care by virtual appointment for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available.","17658050","17658049","7783798299","http://www.jvonmedicals.ca/",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Sat 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","4468 Beresford Street","","","","Burnaby","BC","V5H 0B8","49.225261","-123.003865","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658048&SiteResourceAgencyNum=17658049"
"LN-9300","Walk In Medical Clinics","17658051","Welcome Medical Clinic","17658052","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule a phone appointment or same or next-day in-person visit.","17658054","17658053","6045261303","http://welcomemedical.ca/",,"Y",,"Clinic opens Mon - Fri at 08:00, at which time names are taken for the day. Patients are encouraged to call first for availability. Sunday hours may be available; call to confirm. Closed statutory holidays.","105-7885 6th Street","","","","Burnaby","BC","V3N 3N4","49.219204","-122.927954","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658052&SiteResourceAgencyNum=17658053"
